/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/G07/00000.JPG;16.611230;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/G07/00001.JPG;22.421967;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/G07/00002.JPG;23.244050;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/G07/00003.JPG;32.972035;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/G07/00004.JPG;46.053698;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/G07/00005.JPG;51.692448;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/G07/00006.JPG;52.784254;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/G07/00007.JPG;49.714064;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/G07/00008.JPG;43.482193;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/G07/00009.JPG;35.634465;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/G07/00010.JPG;28.813906;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/G07/00011.JPG;26.242295;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/G07/00012.JPG;24.078336;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/G07/00013.JPG;23.036339;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/G07/00014.JPG;21.662961;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/G07/00015.JPG;22.158098;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/G07/00016.JPG;21.465537;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/G07/00017.JPG;22.655860;
