/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/G01/00000.JPG;427;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/G01/00001.JPG;605;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/G01/00003.JPG;708;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/G01/00002.JPG;788;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/G01/00004.JPG;957;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/G01/00006.JPG;1221;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/G01/00005.JPG;1305;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/G01/00007.JPG;1269;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/G01/00008.JPG;1140;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/G01/00009.JPG;954;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/G01/00010.JPG;1025;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/G01/00011.JPG;1004;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/G01/00012.JPG;964;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/G01/00013.JPG;951;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/G01/00014.JPG;878;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/G01/00015.JPG;844;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/G01/00016.JPG;928;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/G01/00017.JPG;951;
