/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/B09/00003.JPG;376.228346;238.015506;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/B09/00001.JPG;378.672241;216.382232;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/B09/00000.JPG;324.186047;154.588830;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/B09/00002.JPG;364.479058;225.861303;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/B09/00004.JPG;366.940758;251.349144;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/B09/00006.JPG;421.421053;323.816071;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/B09/00005.JPG;407.868571;293.114481;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/B09/00007.JPG;472.849829;375.970577;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/B09/00008.JPG;499.136691;445.205532;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/B09/00010.JPG;634.526804;594.339521;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/B09/00009.JPG;517.134208;427.662356;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/B09/00011.JPG;682.184792;613.827840;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/B09/00012.JPG;770.950069;701.223974;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/B09/00013.JPG;832.262316;721.493863;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/B09/00014.JPG;859.457303;782.706864;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/B09/00015.JPG;918.214409;813.656937;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/B09/00016.JPG;883.692777;731.000546;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/B09/00017.JPG;912.969792;775.556542;
