/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/B03/00000.JPG;353;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/B03/00002.JPG;237;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/B03/00001.JPG;352;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/B03/00003.JPG;510;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/B03/00004.JPG;491;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/B03/00005.JPG;575;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/B03/00006.JPG;721;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/B03/00007.JPG;850;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/B03/00008.JPG;963;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/B03/00009.JPG;1021;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/B03/00010.JPG;1117;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/B03/00011.JPG;1371;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/B03/00012.JPG;1392;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/B03/00013.JPG;1700;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/B03/00014.JPG;1749;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/B03/00015.JPG;1780;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/B03/00016.JPG;2034;
/home/tymoteuszapriasz/KM/HIP/ZPY/segm_out/B03/00017.JPG;2119;
